Iteration,w1,w2,x1,x2,b,Error,GradientError_w1,GradientError_w2,GradientError_b,LearningRate
78,0.49414270817302136,0.18242812451906398,0.1,0.3,1.7714270817302125,0.35047166818167597,0.009640364751355747,0.02892109425406724,0.09640364751355747,0.01
79,0.4940462435025959,0.18213873050778764,0.1,0.3,1.770462435025958,0.35036940553036555,0.009646467042544507,0.028939401127633515,0.09646467042544506,0.01
80,0.49394971777004876,0.1818491533101462,0.1,0.3,1.7694971777004864,0.3502670133745146,0.00965257325471455,0.028957719764143644,0.09652573254714548,0.01
81,0.49385313093622196,0.18155939280866576,0.1,0.3,1.7685313093622184,0.3501644915489228,0.009658683382681478,0.028976050148044427,0.09658683382681477,0.01
82,0.4937564829620098,0.18126944888602928,0.1,0.3,1.7675648296200968,0.35006183988834233,0.009664797421216167,0.028994392263648496,0.09664797421216166,0.01
83,0.49365977380835935,0.18097932142507794,0.1,0.3,1.7665977380835922,0.34995905822747914,0.009670915365044596,0.029012746095133785,0.09670915365044595,0.01
84,0.49356300343627085,0.18068901030881251,0.1,0.3,1.7656300343627074,0.3498561464009939,0.009677037208847668,0.029031111626542996,0.09677037208847666,0.01
85,0.49346617180679825,0.18039851542039467,0.1,0.3,1.7646617180679813,0.3497531042435028,0.009683162947261043,0.029049488841783128,0.09683162947261043,0.01
86,0.4933692788810495,0.18010783664314842,0.1,0.3,1.7636927888104938,0.3496499315895793,0.00968929257487494,0.029067877724624814,0.09689292574874939,0.01
87,0.49327232462018716,0.1798169738605614,0.1,0.3,1.7627232462018705,0.349546628273755,0.00969542608623395,0.029086278258701852,0.0969542608623395,0.01
88,0.4931753089854288,0.17952592695628627,0.1,0.3,1.7617530898542868,0.34944319413052055,0.00970156347583688,0.02910469042751064,0.0970156347583688,0.01
89,0.4930782319380474,0.17923469581414217,0.1,0.3,1.7607823193804732,0.3493396289943273,0.009707704738136542,0.029123114214409627,0.09707704738136542,0.01
90,0.492981093439372,0.178943280318116,0.1,0.3,1.7598109343937194,0.34923593269958847,0.009713849867539573,0.029141549602618718,0.09713849867539573,0.01
91,0.492883893450788,0.1786516803523638,0.1,0.3,1.7588389345078788,0.34913210508067977,0.009719998858406265,0.029159996575218793,0.09719998858406265,0.01
92,0.49278663193373745,0.1783598958012123,0.1,0.3,1.7578663193373738,0.3490281459719411,0.009726151705050382,0.029178455115151138,0.0972615170505038,0.01
93,0.49268930884972006,0.17806792654916015,0.1,0.3,1.7568930884971998,0.34892405520767766,0.00973230840173895,0.029196925205216842,0.09732308401738948,0.01
94,0.4925919241602931,0.1777757724808794,0.1,0.3,1.7559192416029306,0.348819832622161,0.009738468942692103,0.029215406828076305,0.09738468942692102,0.01
95,0.4924944778270723,0.1774834334812169,0.1,0.3,1.7549447782707224,0.3487154780496307,0.009744633322082863,0.029233899966248582,0.09744633322082862,0.01
96,0.4923969698117319,0.17719090943519578,0.1,0.3,1.7539696981173187,0.348610991324295,0.00975080153403699,0.029252404602110964,0.09750801534036989,0.01
97,0.4922994000760056,0.1768982002280168,0.1,0.3,1.7529940007600555,0.3485063722803321,0.009756973572632784,0.029270920717898344,0.09756973572632782,0.01
98,0.49220176858168657,0.17660530574505978,0.1,0.3,1.7520176858168655,0.34840162075189196,0.00976314943190087,0.029289448295702607,0.0976314943190087,0.01
99,0.49210407529062833,0.17631222587188505,0.1,0.3,1.751040752906283,0.34829673657309723,0.009769329105824037,0.029307987317472105,0.09769329105824036,0.01
100,0.49200632016474494,0.17601896049423493,0.1,0.3,1.7500632016474493,0.34819171957804396,0.009775512588337079,0.02932653776501123,0.09775512588337078,0.01
101,0.49190850316601165,0.17572550949803514,0.1,0.3,1.7490850316601168,0.34808656960080403,0.009781699873326524,0.029345099619979567,0.09781699873326523,0.01
102,0.4918106242564653,0.17543187276939623,0.1,0.3,1.7481062425646536,0.3479812864754251,0.009787890954630545,0.029363672863891632,0.09787890954630545,0.01
103,0.49171268339820495,0.17513805019461506,0.1,0.3,1.7471268339820498,0.3478758700359332,0.009794085826038676,0.029382257478116028,0.09794085826038676,0.01
104,0.491614680553392,0.1748440416601763,0.1,0.3,1.7461468055339207,0.3477703201163329,0.0098002844812917,0.029400853443875094,0.09800284481291699,0.01
105,0.4915166156842512,0.17454984705275386,0.1,0.3,1.7451661568425125,0.3476646365506095,0.009806486914081404,0.029419460742244212,0.09806486914081404,0.01
106,0.4914184887530707,0.17425546625921234,0.1,0.3,1.7441848875307076,0.3475588191727294,0.009812693118050435,0.029438079354151304,0.09812693118050435,0.01
107,0.49132029972220276,0.1739608991666086,0.1,0.3,1.7432029972220284,0.34745286781664236,0.009818903086792074,0.029456709260376218,0.09818903086792073,0.01
108,0.49122204855406426,0.1736661456621931,0.1,0.3,1.7422204855406433,0.34734678231628235,0.009825116813850038,0.029475350441550113,0.09825116813850038,0.01
109,0.49112373521113706,0.17337120563341155,0.1,0.3,1.7412373521113715,0.34724056250556856,0.009831334292718352,0.02949400287815505,0.09831334292718351,0.01
110,0.49102535965596866,0.1730760789679063,0.1,0.3,1.7402535965596875,0.3471342082184077,0.009837555516841057,0.02951266655052317,0.09837555516841057,0.01
111,0.49092692185117254,0.17278076555351793,0.1,0.3,1.7392692185117262,0.34702771928869425,0.009843780479612116,0.02953134143883634,0.09843780479612114,0.01
112,0.4908284217594288,0.17248526527828667,0.1,0.3,1.7382842175942887,0.34692109555031236,0.009850009174375167,0.029550027523125494,0.09850009174375166,0.01
113,0.49072985934348456,0.17218957803045398,0.1,0.3,1.7372985934348464,0.34681433683713764,0.009856241594423313,0.029568724783269936,0.09856241594423312,0.01
114,0.4906312345661546,0.17189370369846402,0.1,0.3,1.7363123456615466,0.3467074429830374,0.009862477732998996,0.02958743319899699,0.09862477732998996,0.01
115,0.49053254739032165,0.1715976421709652,0.1,0.3,1.7353254739032171,0.34660041382187295,0.00986871758329375,0.029606152749881244,0.09868717583293748,0.01
116,0.49043379777893714,0.17130139333681177,0.1,0.3,1.7343379777893724,0.346493249187501,0.009874961138447998,0.029624883415343993,0.09874961138447998,0.01
117,0.49033498569502165,0.17100495708506525,0.1,0.3,1.7333498569502173,0.34638594891377444,0.009881208391550905,0.02964362517465271,0.09881208391550904,0.01
118,0.49023611110166526,0.17070833330499605,0.1,0.3,1.7323611110166532,0.346278512834544,0.009887459335640149,0.029662378006920447,0.09887459335640149,0.01
119,0.49013717396202827,0.170411521886085,0.1,0.3,1.731371739620283,0.3461709407836603,0.009893713963701718,0.02968114189110515,0.09893713963701717,0.01
120,0.4900381742393416,0.1701145227180249,0.1,0.3,1.730381742393416,0.34606323259497385,0.009899972268669757,0.029699916806009266,0.09899972268669756,0.01
121,0.4899391118969073,0.1698173356907221,0.1,0.3,1.7293911189690734,0.34595538810233795,0.009906234243426324,0.02971870273027897,0.09906234243426323,0.01
122,0.4898399868980993,0.16951996069429806,0.1,0.3,1.7283998689809932,0.3458474071396094,0.009912499880801218,0.02973749964240365,0.09912499880801218,0.01
123,0.4897407992063636,0.16922239761909091,0.1,0.3,1.727407992063636,0.3457392895406501,0.009918769173571765,0.029756307520715293,0.09918769173571765,0.01
124,0.489641548785219,0.16892464635565704,0.1,0.3,1.7264154878521898,0.3456310351393282,0.009925042114462657,0.029775126343387963,0.09925042114462655,0.01
125,0.48954223559825755,0.16862670679477268,0.1,0.3,1.7254223559825752,0.3455226437695202,0.009931318696145703,0.029793956088437105,0.09931318696145702,0.01
126,0.48944285960914513,0.1683285788274355,0.1,0.3,1.7244285960914512,0.3454141152651116,0.00993759891123968,0.02981279673371904,0.0993759891123968,0.01
127,0.489343420781622,0.16803026234486618,0.1,0.3,1.7234342078162201,0.3453054494599992,0.009943882752310099,0.029831648256930295,0.09943882752310099,0.01
128,0.4892439190795033,0.1677317572385101,0.1,0.3,1.7224391907950332,0.3451966461880922,0.00995017021186901,0.02985051063560703,0.0995017021186901,0.01
129,0.4891443544666796,0.16743306340003886,0.1,0.3,1.7214435446667957,0.3450877052833134,0.00995646128237483,0.029869383847124484,0.09956461282374829,0.01
130,0.48904472690711726,0.1671341807213519,0.1,0.3,1.7204472690711725,0.3449786265796013,0.009962755956232104,0.029888267868696305,0.09962755956232103,0.01
131,0.48894503636485936,0.16683510909457816,0.1,0.3,1.7194503636485934,0.34486940991091125,0.009969054225791342,0.029907162677374026,0.09969054225791342,0.01
132,0.4888452828040259,0.1665358484120777,0.1,0.3,1.7184528280402585,0.34476005511121677,0.009975356083348803,0.029926068250046404,0.09975356083348802,0.01
133,0.4887454661888144,0.16623639856644332,0.1,0.3,1.7174546618881439,0.344650562014512,0.009981661521146266,0.029944984563438793,0.09981661521146265,0.01
134,0.4886455864835007,0.16593675945050218,0.1,0.3,1.7164558648350068,0.344540930454812,0.009987970531370878,0.029963911594112633,0.09987970531370878,0.01
135,0.48854564365243913,0.16563693095731755,0.1,0.3,1.7154564365243914,0.34443116026615517,0.009994283106154925,0.029982849318464774,0.09994283106154925,0.01
136,0.4884456376600634,0.16533691298019026,0.1,0.3,1.7144563766006338,0.3443212512826044,0.010000599237575637,0.030001797712726905,0.10000599237575636,0.01
137,0.48834556847088684,0.1650367054126606,0.1,0.3,1.7134556847088682,0.3442112033382488,0.010006918917654982,0.03002075675296494,0.1000691891765498,0.01
138,0.48824543604950327,0.1647363081485098,0.1,0.3,1.7124543604950322,0.3441010162672055,0.010013242138359447,0.030039726415078336,0.10013242138359446,0.01
139,0.48814524036058726,0.16443572108176183,0.1,0.3,1.7114524036058723,0.3439906899036209,0.010019568891599868,0.0300587066747996,0.10019568891599867,0.01
140,0.48804498136889496,0.1641349441066849,0.1,0.3,1.7104498136889492,0.34388022408167196,0.010025899169231217,0.030077697507693645,0.10025899169231216,0.01
141,0.48794465903926443,0.16383397711779332,0.1,0.3,1.709446590392644,0.34376961863556854,0.010032232963052383,0.03009669888915715,0.10032232963052383,0.01
142,0.48784427333661634,0.16353282000984914,0.1,0.3,1.7084427333661634,0.3436588733995546,0.010038570264805976,0.030115710794417924,0.10038570264805975,0.01
143,0.4877438242259546,0.1632314726778638,0.1,0.3,1.7074382422595455,0.34354798820791005,0.010044911066178117,0.03013473319853435,0.10044911066178117,0.01
144,0.4876433116723666,0.16292993501709988,0.1,0.3,1.7064331167236657,0.3434369628949517,0.010051255358798262,0.03015376607639478,0.10051255358798261,0.01
145,0.4875427356410242,0.1626282069230727,0.1,0.3,1.7054273564102418,0.3433257972950361,0.010057603134238943,0.030172809402716824,0.10057603134238942,0.01
146,0.48744209609718403,0.16232628829155224,0.1,0.3,1.7044209609718401,0.34321449124255976,0.010063954384015628,0.03019186315204688,0.10063954384015628,0.01
147,0.4873413930061882,0.16202417901856464,0.1,0.3,1.7034139300618816,0.3431030445719624,0.010070309099586443,0.03021092729875932,0.10070309099586441,0.01
148,0.48724062633346465,0.1617218790003941,0.1,0.3,1.7024062633346464,0.34299145711772694,0.010076667272352036,0.030230001817056106,0.10076667272352036,0.01
149,0.4871397960445281,0.16141938813358442,0.1,0.3,1.701397960445281,0.3428797287143825,0.010083028893655322,0.030249086680965962,0.10083028893655321,0.01
150,0.4870389021049803,0.161116706314941,0.1,0.3,1.7003890210498027,0.34276785919650526,0.010089393954781305,0.030268181864343907,0.10089393954781303,0.01
151,0.48693794448051075,0.16081383344153227,0.1,0.3,1.699379444805107,0.34265584839872093,0.01009576244695683,0.030287287340870488,0.1009576244695683,0.01
152,0.48683692313689725,0.16051076941069176,0.1,0.3,1.698369231368972,0.34254369615570535,0.010102134361350448,0.030306403084051345,0.10102134361350448,0.01
153,0.48673583804000653,0.1602075141200196,0.1,0.3,1.6973583804000647,0.34243140230218755,0.010108509689072117,0.030325529067216347,0.10108509689072116,0.01
154,0.4866346891557948,0.15990406746738442,0.1,0.3,1.6963468915579474,0.34231896667295025,0.010114888421173078,0.030344665263519227,0.10114888421173077,0.01
155,0.4865334764503083,0.15960042935092505,0.1,0.3,1.6953347645030827,0.34220638910283246,0.01012127054864558,0.030363811645936736,0.10121270548645579,0.01
156,0.48643219988968406,0.15929659966905238,0.1,0.3,1.6943219988968405,0.34209366942673064,0.01012765606242272,0.03038296818726816,0.1012765606242272,0.01
157,0.48633085944015025,0.15899257832045102,0.1,0.3,1.6933085944015027,0.3419808074796008,0.010134044953378208,0.03040213486013462,0.10134044953378207,0.01
158,0.486229455068027,0.15868836520408125,0.1,0.3,1.69229455068027,0.34186780309646003,0.010140437212326171,0.030421311636978508,0.1014043721232617,0.01
159,0.4861279867397268,0.1583839602191806,0.1,0.3,1.691279867397268,0.3417546561123886,0.010146832830020922,0.030440498490062758,0.1014683283002092,0.01
160,0.48602645442175524,0.1580793632652659,0.1,0.3,1.6902645442175523,0.34164136636253145,0.010153231797156766,0.030459695391470296,0.10153231797156766,0.01
161,0.48592485808071156,0.15777457424213487,0.1,0.3,1.6892485808071156,0.3415279336820998,0.01015963410436781,0.030478902313103427,0.1015963410436781,0.01
162,0.4858231976832893,0.15746959304986805,0.1,0.3,1.6882319768328928,0.34141435790637353,0.010166039742227706,0.030498119226683117,0.10166039742227706,0.01
163,0.4857214731962768,0.15716441958883057,0.1,0.3,1.687214731962768,0.34130063887070256,0.010172448701249476,0.030517346103748427,0.10172448701249476,0.01
164,0.4856196845865579,0.15685905375967402,0.1,0.3,1.6861968458655794,0.3411867764105087,0.010178860971885284,0.030536582915655846,0.10178860971885283,0.01
165,0.48551783182111263,0.15655349546333822,0.1,0.3,1.6851783182111268,0.34107277036128764,0.01018527654452623,0.03055582963357869,0.1018527654452623,0.01
166,0.48541591486701763,0.15624774460105315,0.1,0.3,1.6841591486701766,0.34095862055861054,0.010191695409502148,0.030575086228506444,0.10191695409502148,0.01
167,0.4853139336914468,0.1559418010743407,0.1,0.3,1.6831393369144685,0.34084432683812643,0.010198117557081363,0.030594352671244086,0.10198117557081363,0.01
168,0.4852118882616721,0.1556356647850166,0.1,0.3,1.6821188826167215,0.34072988903556295,0.010204542977470532,0.03061362893241159,0.1020454297747053,0.01
169,0.485109778545064,0.15532933563519216,0.1,0.3,1.6810977854506401,0.3406153069867297,0.010210971660814364,0.03063291498244309,0.10210971660814364,0.01
170,0.485007604509092,0.1550228135272763,0.1,0.3,1.6800760450909207,0.3405005805275188,0.010217403597195467,0.030652210791586393,0.10217403597195465,0.01
171,0.4849053661213257,0.15471609836397726,0.1,0.3,1.6790536612132572,0.3403857094939076,0.010223838776634101,0.0306715163299023,0.102238387766341,0.01
172,0.4848030633494348,0.1544091900483046,0.1,0.3,1.6780306334943484,0.3402706937219602,0.010230277189087979,0.030690831567263935,0.10230277189087979,0.01
173,0.48470069616119027,0.15410208848357104,0.1,0.3,1.6770069616119032,0.34015553304782964,0.010236718824452033,0.0307101564733561,0.10236718824452033,0.01
174,0.4845982645244647,0.1537947935733943,0.1,0.3,1.6759826452446474,0.34004022730775924,0.01024316367255824,0.030729491017674717,0.10243163672558239,0.01
175,0.48449576840723296,0.15348730522169904,0.1,0.3,1.67495768407233,0.3399247763380851,0.010249611723175369,0.030748835169526104,0.10249611723175368,0.01
176,0.4843932077775729,0.15317962333271878,0.1,0.3,1.673932077775729,0.33980917997523813,0.010256062966008776,0.030768188898026322,0.10256062966008775,0.01
177,0.48429058260366586,0.15287174781099777,0.1,0.3,1.672905826036659,0.3396934380557455,0.010262517390700193,0.03078755217210058,0.10262517390700193,0.01
178,0.4841878928537976,0.15256367856139294,0.1,0.3,1.6718789285379763,0.3395775504162327,0.010268974986827531,0.030806924960482592,0.10268974986827531,0.01
179,0.48408513849635854,0.1522554154890758,0.1,0.3,1.6708513849635858,0.33946151689342563,0.010275435743904646,0.03082630723171393,0.10275435743904644,0.01
